COMUNIDAD,PROVINCIA,MUNICIPIO,INE
Cataluña,Lleida,Torrebesses,252265
Cataluña,Lleida,Torrefarrera,252287
Cataluña,Lleida,Torrefeta i Florejacs,259078
Cataluña,Lleida,Torregrossa,252304
Cataluña,Lleida,Torrelameu,252311
Cataluña,Lleida,Torres de Segre,252326
Cataluña,Lleida,Torre-serona,252332
Cataluña,Lleida,Tremp,252347
Cataluña,Lleida,"Vall de Boí, La",250432
Cataluña,Lleida,Vall de Cardós,259010
Cataluña,Lleida,Vallbona de les Monges,252385
Cataluña,Lleida,Vallfogona de Balaguer,252402
Cataluña,Lleida,"Valls d'Aguilar, Les",259062
Cataluña,Lleida,"Valls de Valira, Les",252398
Cataluña,Lleida,"Vansa i Fórnols, La",259097
Cataluña,Lleida,Verdú,252424
Cataluña,Lleida,Vielha e Mijaran,252430
Cataluña,Lleida,Vilagrassa,252445
Cataluña,Lleida,Vilaller,252458
Cataluña,Lleida,Vilamòs,252477
Cataluña,Lleida,Vilanova de Bellpuig,252483
Cataluña,Lleida,Vilanova de la Barca,252542
Cataluña,Lleida,Vilanova de l'Aguda,252496
Cataluña,Lleida,Vilanova de Meià,252509
Cataluña,Lleida,Vilanova de Segrià,252516
Cataluña,Lleida,Vila-sana,252521
Cataluña,Lleida,"Vilosell, El",252537
Cataluña,Lleida,Vinaixa,252555
La Rioja,La Rioja,Ábalos,260012
La Rioja,La Rioja,Agoncillo,260027
La Rioja,La Rioja,Aguilar del Río Alhama,260033
La Rioja,La Rioja,Ajamil de Cameros,260048
La Rioja,La Rioja,Albelda de Iregua,260051
La Rioja,La Rioja,Alberite,260064
La Rioja,La Rioja,Alcanadre,260070
La Rioja,La Rioja,Aldeanueva de Ebro,260086
La Rioja,La Rioja,Alesanco,260099
La Rioja,La Rioja,Alesón,260103
La Rioja,La Rioja,Alfaro,260110
La Rioja,La Rioja,Almarza de Cameros,260125
La Rioja,La Rioja,Anguciana,260131
La Rioja,La Rioja,Anguiano,260146
La Rioja,La Rioja,Arenzana de Abajo,260159
La Rioja,La Rioja,Arenzana de Arriba,260162
La Rioja,La Rioja,Arnedillo,260178
La Rioja,La Rioja,Arnedo,260184
La Rioja,La Rioja,Arrúbal,260197
La Rioja,La Rioja,Ausejo,260201
La Rioja,La Rioja,Autol,260218
La Rioja,La Rioja,Azofra,260223
La Rioja,La Rioja,Badarán,260239
La Rioja,La Rioja,Bañares,260244
La Rioja,La Rioja,Baños de Río Tobía,260260
La Rioja,La Rioja,Baños de Rioja,260257
La Rioja,La Rioja,Berceo,260276
La Rioja,La Rioja,Bergasa,260282
La Rioja,La Rioja,Bergasillas Bajera,260295
La Rioja,La Rioja,Bezares,260309
La Rioja,La Rioja,Bobadilla,260316
La Rioja,La Rioja,Brieva de Cameros,260321
La Rioja,La Rioja,Briñas,260337
La Rioja,La Rioja,Briones,260342
La Rioja,La Rioja,Cabezón de Cameros,260355
La Rioja,La Rioja,Calahorra,260368
La Rioja,La Rioja,Camprovín,260374
La Rioja,La Rioja,Canales de la Sierra,260380
La Rioja,La Rioja,Canillas de Río Tuerto,260393
La Rioja,La Rioja,Cañas,260407
La Rioja,La Rioja,Cárdenas,260414
La Rioja,La Rioja,Casalarreina,260429
La Rioja,La Rioja,Castañares de Rioja,260435
La Rioja,La Rioja,Castroviejo,260440
La Rioja,La Rioja,Cellorigo,260453
La Rioja,La Rioja,Cenicero,260466
La Rioja,La Rioja,Cervera del Río Alhama,260472
La Rioja,La Rioja,Cidamón,260488
La Rioja,La Rioja,Cihuri,260491
La Rioja,La Rioja,Cirueña,260504
La Rioja,La Rioja,Clavijo,260511
La Rioja,La Rioja,Cordovín,260526
La Rioja,La Rioja,Corera,260532
La Rioja,La Rioja,Cornago,260547
La Rioja,La Rioja,Corporales,260550
La Rioja,La Rioja,Cuzcurrita de Río Tirón,260563
La Rioja,La Rioja,Daroca de Rioja,260579
La Rioja,La Rioja,Enciso,260585
La Rioja,La Rioja,Entrena,260598
La Rioja,La Rioja,Estollo,260602
La Rioja,La Rioja,Ezcaray,260619
La Rioja,La Rioja,Foncea,260624
La Rioja,La Rioja,Fonzaleche,260630
La Rioja,La Rioja,Fuenmayor,260645
La Rioja,La Rioja,Galbárruli,260658
La Rioja,La Rioja,Galilea,260661
La Rioja,La Rioja,Gallinero de Cameros,260677
La Rioja,La Rioja,Gimileo,260683
La Rioja,La Rioja,Grañón,260696
La Rioja,La Rioja,Grávalos,260700
La Rioja,La Rioja,Haro,260717
La Rioja,La Rioja,Herce,260722
La Rioja,La Rioja,Herramélluri,260738
La Rioja,La Rioja,Hervías,260743
La Rioja,La Rioja,Hormilla,260756
La Rioja,La Rioja,Hormilleja,260769
La Rioja,La Rioja,Hornillos de Cameros,260775
La Rioja,La Rioja,Hornos de Moncalvillo,260781
La Rioja,La Rioja,Huércanos,260794
La Rioja,La Rioja,Igea,260808
La Rioja,La Rioja,Jalón de Cameros,260815
La Rioja,La Rioja,Laguna de Cameros,260820
La Rioja,La Rioja,Lagunilla del Jubera,260836
La Rioja,La Rioja,Lardero,260841
La Rioja,La Rioja,Ledesma de la Cogolla,260867
La Rioja,La Rioja,Leiva,260873
La Rioja,La Rioja,Leza de Río Leza,260889
La Rioja,La Rioja,Logroño,260892
La Rioja,La Rioja,Lumbreras de Cameros,260913
La Rioja,La Rioja,Manjarrés,260928
La Rioja,La Rioja,Mansilla de la Sierra,260934
La Rioja,La Rioja,Manzanares de Rioja,260949
La Rioja,La Rioja,Matute,260952
La Rioja,La Rioja,Medrano,260965
La Rioja,La Rioja,Munilla,260987
La Rioja,La Rioja,Murillo de Río Leza,260990
La Rioja,La Rioja,Muro de Aguas,261004
La Rioja,La Rioja,Muro en Cameros,261011
La Rioja,La Rioja,Nájera,261026
La Rioja,La Rioja,Nalda,261032
La Rioja,La Rioja,Navajún,261047
La Rioja,La Rioja,Navarrete,261050
La Rioja,La Rioja,Nestares,261063
La Rioja,La Rioja,Nieva de Cameros,261079
La Rioja,La Rioja,Ochánduri,261098
La Rioja,La Rioja,Ocón,261085
La Rioja,La Rioja,Ojacastro,261102
La Rioja,La Rioja,Ollauri,261119
La Rioja,La Rioja,Ortigosa de Cameros,261124
La Rioja,La Rioja,Pazuengos,261130
La Rioja,La Rioja,Pedroso,261145
La Rioja,La Rioja,Pinillos,261158
La Rioja,La Rioja,Pradejón,261177
La Rioja,La Rioja,Pradillo,261183
La Rioja,La Rioja,Préjano,261196
La Rioja,La Rioja,Quel,261200
La Rioja,La Rioja,Rabanera,261217
La Rioja,La Rioja,"Rasillo de Cameros, El",261222
La Rioja,La Rioja,"Redal, El",261238
La Rioja,La Rioja,Ribafrecha,261243
La Rioja,La Rioja,Rincón de Soto,261256
La Rioja,La Rioja,Robres del Castillo,261269
La Rioja,La Rioja,Rodezno,261275
La Rioja,La Rioja,Sajazarra,261281
La Rioja,La Rioja,San Asensio,261294
La Rioja,La Rioja,San Millán de la Cogolla,261308
La Rioja,La Rioja,San Millán de Yécora,261315
La Rioja,La Rioja,San Román de Cameros,261320
La Rioja,La Rioja,San Torcuato,261392
La Rioja,La Rioja,San Vicente de la Sonsierra,261428
La Rioja,La Rioja,Santa Coloma,261341
La Rioja,La Rioja,Santa Engracia del Jubera,261354
La Rioja,La Rioja,Santa Eulalia Bajera,261367
La Rioja,La Rioja,Santo Domingo de la Calzada,261389
La Rioja,La Rioja,Santurde de Rioja,261406
La Rioja,La Rioja,Santurdejo,261413
La Rioja,La Rioja,Sojuela,261434
La Rioja,La Rioja,Sorzano,261449
La Rioja,La Rioja,Sotés,261452
La Rioja,La Rioja,Soto en Cameros,261465
La Rioja,La Rioja,Terroba,261471
La Rioja,La Rioja,Tirgo,261487
La Rioja,La Rioja,Tobía,261490
La Rioja,La Rioja,Tormantos,261503
La Rioja,La Rioja,Torre en Cameros,261531
La Rioja,La Rioja,Torrecilla en Cameros,261510
La Rioja,La Rioja,Torrecilla sobre Alesanco,261525
La Rioja,La Rioja,Torremontalbo,261546
La Rioja,La Rioja,Treviana,261559
La Rioja,La Rioja,Tricio,261578
La Rioja,La Rioja,Tudelilla,261584
La Rioja,La Rioja,Uruñuela,261601
La Rioja,La Rioja,Valdemadera,261618
La Rioja,La Rioja,Valgañón,261623
La Rioja,La Rioja,Ventosa,261639
La Rioja,La Rioja,Ventrosa,261644
La Rioja,La Rioja,Viguera,261657
La Rioja,La Rioja,Villalba de Rioja,261660
La Rioja,La Rioja,Villalobar de Rioja,261676
La Rioja,La Rioja,Villamediana de Iregua,261682
La Rioja,La Rioja,Villanueva de Cameros,261695
La Rioja,La Rioja,"Villar de Arnedo, El",261709
La Rioja,La Rioja,Villar de Torre,261716
La Rioja,La Rioja,Villarejo,261721
La Rioja,La Rioja,Villarroya,261737
La Rioja,La Rioja,Villarta-Quintana,261742
La Rioja,La Rioja,Villavelayo,261755
La Rioja,La Rioja,Villaverde de Rioja,261768
La Rioja,La Rioja,Villoslada de Cameros,261774
La Rioja,La Rioja,Viniegra de Abajo,261780
La Rioja,La Rioja,Viniegra de Arriba,261793
La Rioja,La Rioja,Zarratón,261807
La Rioja,La Rioja,Zarzosa,261814
La Rioja,La Rioja,Zorraquín,261835
Galicia,Lugo,Abadín,270018
Galicia,Lugo,Alfoz,270023
Galicia,Lugo,Antas de Ulla,270039
Galicia,Lugo,Baleira,270044
Galicia,Lugo,Baralla,279019
Galicia,Lugo,Barreiros,270057
Galicia,Lugo,Becerreá,270060
Galicia,Lugo,Begonte,270076
Galicia,Lugo,Bóveda,270082
Galicia,Lugo,Burela,279024
Galicia,Lugo,Carballedo,270095
Galicia,Lugo,Castro de Rei,270109
Galicia,Lugo,Castroverde,270116
Galicia,Lugo,Cervantes,270121
Galicia,Lugo,Cervo,270137
Galicia,Lugo,Chantada,270168
Galicia,Lugo,"Corgo, O",270142
Galicia,Lugo,Cospeito,270155
Galicia,Lugo,Folgoso do Courel,270174
Galicia,Lugo,"Fonsagrada, A",270180
Galicia,Lugo,Foz,270193
Galicia,Lugo,Friol,270207
Galicia,Lugo,Guitiriz,270229
Galicia,Lugo,Guntín,270235
Galicia,Lugo,"Incio, O",270240
Galicia,Lugo,Láncara,270266
Galicia,Lugo,Lourenzá,270272
Galicia,Lugo,Lugo,270288
Galicia,Lugo,Meira,270291
Galicia,Lugo,Mondoñedo,270305
Galicia,Lugo,Monforte de Lemos,270312
Galicia,Lugo,Monterroso,270327
Galicia,Lugo,Muras,270333
Galicia,Lugo,Navia de Suarna,270348
Galicia,Lugo,Negueira de Muñiz,270351
Galicia,Lugo,"Nogais, As",270370
Galicia,Lugo,Ourol,270386
Galicia,Lugo,Outeiro de Rei,270399
Galicia,Lugo,Palas de Rei,270403
Galicia,Lugo,Pantón,270410
Galicia,Lugo,Paradela,270425
Galicia,Lugo,"Páramo, O",270431
Galicia,Lugo,"Pastoriza, A",270446
Galicia,Lugo,Pedrafita do Cebreiro,270459
Galicia,Lugo,"Pobra do Brollón, A",270478
Galicia,Lugo,Pol,270462
Galicia,Lugo,"Pontenova, A",270484
Galicia,Lugo,Portomarín,270497
Galicia,Lugo,Quiroga,270500
Galicia,Lugo,Rábade,270569
Galicia,Lugo,Ribadeo,270517
Galicia,Lugo,Ribas de Sil,270522
Galicia,Lugo,Ribeira de Piquín,270538
Galicia,Lugo,Riotorto,270543
Galicia,Lugo,Samos,270556
Galicia,Lugo,Sarria,270575
Galicia,Lugo,"Saviñao, O",270581
Galicia,Lugo,Sober,270594
Galicia,Lugo,Taboada,270608
Galicia,Lugo,Trabada,270615
Galicia,Lugo,Triacastela,270620
Galicia,Lugo,"Valadouro, O",270636
Galicia,Lugo,"Vicedo, O",270641
Galicia,Lugo,Vilalba,270654
Galicia,Lugo,Viveiro,270667
Galicia,Lugo,Xermade,270214
Galicia,Lugo,Xove,270253
Madrid,Madrid,"Acebeda, La",280014
Madrid,Madrid,Ajalvir,280029
Madrid,Madrid,Alameda del Valle,280035
Madrid,Madrid,"Álamo, El",280040
Madrid,Madrid,Alcalá de Henares,280053
Madrid,Madrid,Alcobendas,280066
Madrid,Madrid,Alcorcón,280072
Madrid,Madrid,Aldea del Fresno,280088
Madrid,Madrid,Algete,280091
Madrid,Madrid,Alpedrete,280105
Madrid,Madrid,Ambite,280112
Madrid,Madrid,Anchuelo,280127
Madrid,Madrid,Aranjuez,280133
Madrid,Madrid,Arganda del Rey,280148
Madrid,Madrid,Arroyomolinos,280151
Madrid,Madrid,"Atazar, El",280164
Madrid,Madrid,Batres,280170
Madrid,Madrid,Becerril de la Sierra,280186
Madrid,Madrid,Belmonte de Tajo,280199
Madrid,Madrid,"Berrueco, El",280210
Madrid,Madrid,Berzosa del Lozoya,280203
Madrid,Madrid,Boadilla del Monte,280225
Madrid,Madrid,"Boalo, El",280231
Madrid,Madrid,Braojos,280246
Madrid,Madrid,Brea de Tajo,280259
Madrid,Madrid,Brunete,280262
Madrid,Madrid,Buitrago del Lozoya,280278
Madrid,Madrid,Bustarviejo,280284
Madrid,Madrid,Cabanillas de la Sierra,280297
Madrid,Madrid,"Cabrera, La",280301
Madrid,Madrid,Cadalso de los Vidrios,280318
Madrid,Madrid,Camarma de Esteruelas,280323
Madrid,Madrid,Campo Real,280339
Madrid,Madrid,Canencia,280344
Madrid,Madrid,Carabaña,280357
Madrid,Madrid,Casarrubuelos,280360
Madrid,Madrid,Cenicientos,280376
Madrid,Madrid,Cercedilla,280382
Madrid,Madrid,Cervera de Buitrago,280395
Madrid,Madrid,Chapinería,280513
Madrid,Madrid,Chinchón,280528
Madrid,Madrid,Ciempozuelos,280409
Madrid,Madrid,Cobeña,280416
Madrid,Madrid,Collado Mediano,280468
Madrid,Madrid,Collado Villalba,280474
Madrid,Madrid,Colmenar de Oreja,280437
Madrid,Madrid,Colmenar del Arroyo,280421
Madrid,Madrid,Colmenar Viejo,280455
Madrid,Madrid,Colmenarejo,280442
Madrid,Madrid,Corpa,280480
Madrid,Madrid,Coslada,280493
Madrid,Madrid,Cubas de la Sagra,280506
Madrid,Madrid,Daganzo de Arriba,280534
Madrid,Madrid,"Escorial, El",280549
Madrid,Madrid,Estremera,280552
Madrid,Madrid,Fresnedillas de la Oliva,280565
Madrid,Madrid,Fresno de Torote,280571
Madrid,Madrid,Fuenlabrada,280587
Madrid,Madrid,Fuente el Saz de Jarama,280590
Madrid,Madrid,Fuentidueña de Tajo,280604
Madrid,Madrid,Galapagar,280611
Madrid,Madrid,Garganta de los Montes,280626
Madrid,Madrid,Gargantilla del Lozoya y Pinilla de Buitrago,280632
Madrid,Madrid,Gascones,280647
Madrid,Madrid,Getafe,280650
Madrid,Madrid,Griñón,280663
Madrid,Madrid,Guadalix de la Sierra,280679
Madrid,Madrid,Guadarrama,280685
Madrid,Madrid,"Hiruela, La",280698
Madrid,Madrid,Horcajo de la Sierra-Aoslos,280702
Madrid,Madrid,Horcajuelo de la Sierra,280719
Madrid,Madrid,Hoyo de Manzanares,280724
Madrid,Madrid,Humanes de Madrid,280730
Madrid,Madrid,Leganés,280745
Madrid,Madrid,Loeches,280758
Madrid,Madrid,Lozoya,280761
Madrid,Madrid,Lozoyuela-Navas-Sieteiglesias,289015
Madrid,Madrid,Madarcos,280783
Madrid,Madrid,Madrid,280796
Madrid,Madrid,Majadahonda,280800
Madrid,Madrid,Manzanares el Real,280822
Madrid,Madrid,Meco,280838
Madrid,Madrid,Mejorada del Campo,280843
Madrid,Madrid,Miraflores de la Sierra,280856
Madrid,Madrid,"Molar, El",280869
Madrid,Madrid,"Molinos, Los",280875
Madrid,Madrid,Montejo de la Sierra,280881
Madrid,Madrid,Moraleja de Enmedio,280894
Madrid,Madrid,Moralzarzal,280908
Madrid,Madrid,Morata de Tajuña,280915
Madrid,Madrid,Móstoles,280920
Madrid,Madrid,Navacerrada,280936
Madrid,Madrid,Navalafuente,280941
Madrid,Madrid,Navalagamella,280954
Madrid,Madrid,Navalcarnero,280967
Madrid,Madrid,Navarredonda y San Mamés,280973
Madrid,Madrid,Navas del Rey,280992
Madrid,Madrid,Nuevo Baztán,281006
Madrid,Madrid,Olmeda de las Fuentes,281013
Madrid,Madrid,Orusco de Tajuña,281028
Madrid,Madrid,Paracuellos de Jarama,281049
Madrid,Madrid,Parla,281065
Madrid,Madrid,Patones,281071
Madrid,Madrid,Pedrezuela,281087
Madrid,Madrid,Pelayos de la Presa,281090
Madrid,Madrid,Perales de Tajuña,281104
Madrid,Madrid,Pezuela de las Torres,281111
Madrid,Madrid,Pinilla del Valle,281126
Madrid,Madrid,Pinto,281132
Madrid,Madrid,Piñuécar-Gandullas,281147
Madrid,Madrid,Pozuelo de Alarcón,281150
Madrid,Madrid,Pozuelo del Rey,281163
Madrid,Madrid,Prádena del Rincón,281179
Madrid,Madrid,Puebla de la Sierra,281185
Madrid,Madrid,Puentes Viejas,289020
Madrid,Madrid,Quijorna,281198
Madrid,Madrid,Rascafría,281202
Madrid,Madrid,Redueña,281219
Madrid,Madrid,Ribatejada,281224
Madrid,Madrid,Rivas-Vaciamadrid,281230
Madrid,Madrid,Robledillo de la Jara,281245
Madrid,Madrid,Robledo de Chavela,281258
Madrid,Madrid,Robregordo,281261
Madrid,Madrid,"Rozas de Madrid, Las",281277
Madrid,Madrid,Rozas de Puerto Real,281283
Madrid,Madrid,San Agustín del Guadalix,281296
Madrid,Madrid,San Fernando de Henares,281300
Madrid,Madrid,San Lorenzo de El Escorial,281317
Madrid,Madrid,San Martín de la Vega,281322
Madrid,Madrid,San Martín de Valdeiglesias,281338
Madrid,Madrid,San Sebastián de los Reyes,281343
Madrid,Madrid,Santa María de la Alameda,281356
Madrid,Madrid,Santorcaz,281369
Madrid,Madrid,"Santos de la Humosa, Los",281375
Madrid,Madrid,"Serna del Monte, La",281381
Madrid,Madrid,Serranillos del Valle,281408
Madrid,Madrid,Sevilla la Nueva,281415
Madrid,Madrid,Somosierra,281436
Madrid,Madrid,Soto del Real,281441
Madrid,Madrid,Talamanca de Jarama,281454
Madrid,Madrid,Tielmes,281467
Madrid,Madrid,Titulcia,281473
Madrid,Madrid,Torrejón de Ardoz,281489
Madrid,Madrid,Torrejón de la Calzada,281492
Madrid,Madrid,Torrejón de Velasco,281505
Madrid,Madrid,Torrelaguna,281512
Madrid,Madrid,Torrelodones,281527
Madrid,Madrid,Torremocha de Jarama,281533
Madrid,Madrid,Torres de la Alameda,281548
Madrid,Madrid,Tres Cantos,289036
Madrid,Madrid,Valdaracete,281551
Madrid,Madrid,Valdeavero,281564
Madrid,Madrid,Valdelaguna,281570
Madrid,Madrid,Valdemanco,281586
Madrid,Madrid,Valdemaqueda,281599
Madrid,Madrid,Valdemorillo,281603
Madrid,Madrid,Valdemoro,281610
Madrid,Madrid,Valdeolmos-Alalpardo,281625
Madrid,Madrid,Valdepiélagos,281631
Madrid,Madrid,Valdetorres de Jarama,281646
Madrid,Madrid,Valdilecha,281659
Madrid,Madrid,Valverde de Alcalá,281662
Madrid,Madrid,Velilla de San Antonio,281678
Madrid,Madrid,"Vellón, El",281684
Madrid,Madrid,Venturada,281697
Madrid,Madrid,Villa del Prado,281718
Madrid,Madrid,Villaconejos,281701
Madrid,Madrid,Villalbilla,281723
Madrid,Madrid,Villamanrique de Tajo,281739
Madrid,Madrid,Villamanta,281744
Madrid,Madrid,Villamantilla,281757
Madrid,Madrid,Villanueva de la Cañada,281760
Madrid,Madrid,Villanueva de Perales,281782
Madrid,Madrid,Villanueva del Pardillo,281776
Madrid,Madrid,Villar del Olmo,281795
Madrid,Madrid,Villarejo de Salvanés,281809
Madrid,Madrid,Villaviciosa de Odón,281816
Madrid,Madrid,Villavieja del Lozoya,281821
Madrid,Madrid,Zarzalejo,281837
Andalucía,Málaga,Alameda,290017
Andalucía,Málaga,Alcaucín,290022
Andalucía,Málaga,Alfarnate,290038
Andalucía,Málaga,Alfarnatejo,290043
Andalucía,Málaga,Algarrobo,290056
Andalucía,Málaga,Algatocín,290069
Andalucía,Málaga,Alhaurín de la Torre,290075
Andalucía,Málaga,Alhaurín el Grande,290081
Andalucía,Málaga,Almáchar,290094
Andalucía,Málaga,Almargen,290108
Andalucía,Málaga,Almogía,290115
Andalucía,Málaga,Álora,290120
Andalucía,Málaga,Alozaina,290136
Andalucía,Málaga,Alpandeire,290141
Andalucía,Málaga,Antequera,290154
Andalucía,Málaga,Árchez,290167
Andalucía,Málaga,Archidona,290173
Andalucía,Málaga,Ardales,290189
Andalucía,Málaga,Arenas,290192
Andalucía,Málaga,Arriate,290206
Andalucía,Málaga,Atajate,290213
Andalucía,Málaga,Benadalid,290228
Andalucía,Málaga,Benahavís,290234
Andalucía,Málaga,Benalauría,290249
Andalucía,Málaga,Benalmádena,290252
Andalucía,Málaga,Benamargosa,290265
Andalucía,Málaga,Benamocarra,290271
Andalucía,Málaga,Benaoján,290287
Andalucía,Málaga,Benarrabá,290290
Andalucía,Málaga,"Borge, El",290304
Andalucía,Málaga,"Burgo, El",290311
Andalucía,Málaga,Campillos,290326
Andalucía,Málaga,Canillas de Aceituno,290332
Andalucía,Málaga,Canillas de Albaida,290347
Andalucía,Málaga,Cañete la Real,290350
Andalucía,Málaga,Carratraca,290363
Andalucía,Málaga,Cartajima,290379
Andalucía,Málaga,Cártama,290385
Andalucía,Málaga,Casabermeja,290398
Andalucía,Málaga,Casarabonela,290402
Andalucía,Málaga,Casares,290419
Andalucía,Málaga,Coín,290424
Andalucía,Málaga,Colmenar,290430
Andalucía,Málaga,Comares,290445
Andalucía,Málaga,Cómpeta,290458
Andalucía,Málaga,Cortes de la Frontera,290461
Andalucía,Málaga,Cuevas Bajas,290477
Andalucía,Málaga,Cuevas de San Marcos,290496
Andalucía,Málaga,Cuevas del Becerro,290483
Andalucía,Málaga,Cútar,290509
Andalucía,Málaga,Estepona,290516
Andalucía,Málaga,Faraján,290521
Andalucía,Málaga,Frigiliana,290537
Andalucía,Málaga,Fuengirola,290542
Andalucía,Málaga,Fuente de Piedra,290555
Andalucía,Málaga,Gaucín,290568
Andalucía,Málaga,Genalguacil,290574
Andalucía,Málaga,Guaro,290580
Andalucía,Málaga,Humilladero,290593
Andalucía,Málaga,Igualeja,290607
Andalucía,Málaga,Istán,290614
Andalucía,Málaga,Iznate,290629
Andalucía,Málaga,Jimera de Líbar,290635
Andalucía,Málaga,Jubrique,290640
Andalucía,Málaga,Júzcar,290653
Andalucía,Málaga,Macharaviaya,290666
Andalucía,Málaga,Málaga,290672
Andalucía,Málaga,Manilva,290688
Andalucía,Málaga,Marbella,290691
Andalucía,Málaga,Mijas,290705
Andalucía,Málaga,Moclinejo,290712
Andalucía,Málaga,Mollina,290727
Andalucía,Málaga,Monda,290733
Andalucía,Málaga,Montecorto,299039
Andalucía,Málaga,Montejaque,290748
Andalucía,Málaga,Nerja,290751
Andalucía,Málaga,Ojén,290764
Andalucía,Málaga,Parauta,290770
Andalucía,Málaga,Periana,290799
Andalucía,Málaga,Pizarra,290803
Andalucía,Málaga,Pujerra,290810
Andalucía,Málaga,Rincón de la Victoria,290825
Andalucía,Málaga,Riogordo,290831
Andalucía,Málaga,Ronda,290846
Andalucía,Málaga,Salares,290859
Andalucía,Málaga,Sayalonga,290862
Andalucía,Málaga,Sedella,290878
Andalucía,Málaga,Serrato,299044
Andalucía,Málaga,Sierra de Yeguas,290884
Andalucía,Málaga,Teba,290897
Andalucía,Málaga,Tolox,290901
Andalucía,Málaga,Torremolinos,299018
Andalucía,Málaga,Torrox,290918
Andalucía,Málaga,Totalán,290923
Andalucía,Málaga,Valle de Abdalajís,290939
Andalucía,Málaga,Vélez-Málaga,290944
Andalucía,Málaga,Villanueva de Algaidas,290957
Andalucía,Málaga,Villanueva de la Concepción,299023
Andalucía,Málaga,Villanueva de Tapia,290982
Andalucía,Málaga,Villanueva del Rosario,290960
Andalucía,Málaga,Villanueva del Trabuco,290976
Andalucía,Málaga,Viñuela,290995
Andalucía,Málaga,Yunquera,291009
Murcia,Murcia,Abanilla,300011
Murcia,Murcia,Abarán,300026
Murcia,Murcia,Águilas,300032
Murcia,Murcia,Albudeite,300047
Murcia,Murcia,Alcantarilla,300050
Murcia,Murcia,"Alcázares, Los",309027
Murcia,Murcia,Aledo,300063
Murcia,Murcia,Alguazas,300079
Murcia,Murcia,Alhama de Murcia,300085
Murcia,Murcia,Archena,300098
Murcia,Murcia,Beniel,300102
Murcia,Murcia,Blanca,300119
Murcia,Murcia,Bullas,300124
Murcia,Murcia,Calasparra,300130
Murcia,Murcia,Campos del Río,300145
Murcia,Murcia,Caravaca de la Cruz,300158
Murcia,Murcia,Cartagena,300161
Murcia,Murcia,Cehegín,300177
Murcia,Murcia,Ceutí,300183
Murcia,Murcia,Cieza,300196
Murcia,Murcia,Fortuna,300200
Murcia,Murcia,Fuente Álamo de Murcia,300217
Murcia,Murcia,Jumilla,300222
Murcia,Murcia,Librilla,300238
Murcia,Murcia,Lorca,300243
Murcia,Murcia,Lorquí,300256
Murcia,Murcia,Mazarrón,300269
Murcia,Murcia,Molina de Segura,300275
Murcia,Murcia,Moratalla,300281
Murcia,Murcia,Mula,300294
Murcia,Murcia,Murcia,300308
Murcia,Murcia,Ojós,300315
Murcia,Murcia,Pliego,300320
Murcia,Murcia,Puerto Lumbreras,300336
Murcia,Murcia,Ricote,300341
Murcia,Murcia,San Javier,300354
Murcia,Murcia,San Pedro del Pinatar,300367
Murcia,Murcia,Santomera,309012
Murcia,Murcia,Torre-Pacheco,300373
Murcia,Murcia,"Torres de Cotillas, Las",300389
Murcia,Murcia,Totana,300392
Murcia,Murcia,Ulea,300406
Murcia,Murcia,"Unión, La",300413
Murcia,Murcia,Villanueva del Río Segura,300428
Murcia,Murcia,Yecla,300434
Navarra,Navarra,Abáigar,310018
Navarra,Navarra,Abárzuza/Abartzuza,310023
Navarra,Navarra,Abaurregaina/Abaurrea Alta,310039
Navarra,Navarra,Abaurrepea/Abaurrea Baja,310044
Navarra,Navarra,Aberin,310057
Navarra,Navarra,Ablitas,310060
Navarra,Navarra,Adiós,310076
Navarra,Navarra,Aguilar de Codés,310082
Navarra,Navarra,Aibar/Oibar,310095
Navarra,Navarra,Allín/Allin,310116
Navarra,Navarra,Allo,310121
Navarra,Navarra,Altsasu/Alsasua,310109
Navarra,Navarra,Améscoa Baja,310137
Navarra,Navarra,Ancín/Antzin,310142
Navarra,Navarra,Andosilla,310155
Navarra,Navarra,Ansoáin/Antsoain,310168
Navarra,Navarra,Anue,310174
Navarra,Navarra,Añorbe,310180
Navarra,Navarra,Aoiz/Agoitz,310193
Navarra,Navarra,Araitz,310207
Navarra,Navarra,Arakil,310253
Navarra,Navarra,Aranarache/Aranaratxe,310214
Navarra,Navarra,Aranguren,310235
Navarra,Navarra,Arano,310240
Navarra,Navarra,Arantza,310229
Navarra,Navarra,Aras,310266
Navarra,Navarra,Arbizu,310272
Navarra,Navarra,Arce/Artzi,310288
Navarra,Navarra,"Arcos, Los",310291
Navarra,Navarra,Arellano,310305
Navarra,Navarra,Areso,310312
Navarra,Navarra,Arguedas,310327
Navarra,Navarra,Aria,310333
Navarra,Navarra,Aribe,310348
Navarra,Navarra,Armañanzas,310351
Navarra,Navarra,Arróniz,310364
Navarra,Navarra,Arruazu,310370
Navarra,Navarra,Artajona,310386
Navarra,Navarra,Artazu,310399
Navarra,Navarra,Atetz,310403
Navarra,Navarra,Auritz/Burguete,310581
Navarra,Navarra,Ayegui/Aiegi,310410
Navarra,Navarra,Azagra,310425
Navarra,Navarra,Azuelo,310431
Navarra,Navarra,Bakaiku,310446
Navarra,Navarra,Barañáin/Barañain,319019
Navarra,Navarra,Barásoain,310459
Navarra,Navarra,Barbarin,310462
Navarra,Navarra,Bargota,310478
Navarra,Navarra,Barillas,310484
Navarra,Navarra,Basaburua,310497
